UniqueIdentifier	OrthographicForm	GIL2P_OT_Average	GIL2P_OT_Min	PIP2G_OT_Average	PIP2G_OT_Min	G2P_OT_Average	HomographCount	RawWordTypeFrequency	RawDocumentCount	PhoneticForm	PhonotacticType	SSPP_Average	SSPP_Min	PSP_Sum	PSBP_Sum	S_PSP_Average	S_PSBP_Average	HomophoneCount	PNDP	ONDP	NumberOfSenses	ForeignWord	ZipfValue	SyllableCount	PhoneCount	PLD1WordCount	OLD1WordCount
C	C	N	N	N	N	N	N	N	N	C	C	N	N	N	N	N	N	N	N	N	N	C	N	N	N	N	N
sväng [ s v ˈ ɛ̝ ŋː ]	sväng	0,9631	0,856	0,9919	0,9677	0,8187	0	54315	5531	s v ˈ ɛ̝ ŋː	CCVC	0,9397	0,8783	0,183	0,0107	1,2771	1,8716	0	0,124	0,152	7	False	5,0022	1	4	12	9
svängd [ s v ˈ ɛ̝ ŋː d ]	svängd	0,9704	0,856	0,9935	0,9677	0,8549	0	74	54	s v ˈ ɛ̝ ŋː d	CCVCC	0,9104	0,7054	0,2114	0,0108	1,1816	1,3324	0	0,104	0,083	5	False	2,1423	1	5	6	7
svängds [ s v ˈ ɛ̝ ŋː d s ]	svängds	0,9754	0,856	0,9946	0,9677	0,8791	0	0	0	s v ˈ ɛ̝ ŋː d s	CCVCCC	0,8862	0,7054	0,2818	0,0138	1,4862	1,4757	0	0,072	0,029		False	0,2672	1	6	2	4
svängs [ s v ˈ ɛ̝ ŋː s ]	svängs	0,9704	0,856	0,9935	0,9677	0,8549	0	10	9	s v ˈ ɛ̝ ŋː s	CCVCC	0,9224	0,7775	0,2486	0,0115	1,5717	1,4701	0	0,045	0,046	7	False	1,3086	1	5	9	9
svängt [ s v ˈ ɛ̝ ŋː t ]	svängt	0,9704	0,856	0,9935	0,9677	0,8549	0	722	520	s v ˈ ɛ̝ ŋː t	CCVCC	0,9302	0,8239	0,2465	0,0108	1,5499	1,3203	0	0,134	0,123	5	False	3,1264	1	5	6	7
svär [ s v ˈ ɛː r ]	svär	1	1	1	1	0,9022	0	3054	1660	s v ˈ ɛː r	CCVC	0,9634	0,8993	0,2106	0,0079	1,6	1,052	0	0,106	0,082	2	False	3,7522	1	4	10	13
svärd [ s v ˈ ɛː ɖ ]	svärd	0,9484	0,7936	1	1	0,9022	0	1309	607	s v ˈ ɛː ɖ	CCVC	0,9104	0,8031	0,1687	0,0076	1,0409	0,9443	3	0,235	0,127	2	False	3,3845	1	4	4	8
swärd [ s v ˈ ɛː ɖ ]	swärd	0,9484	0,7936	0,9372	0,7489	0,9022	0	360	97	s v ˈ ɛː ɖ	CCVC	0,9104	0,8031	0,1687	0,0076	1,0409	0,9443	3	0,235	0,323		False	2,8247	1	4	4	2
svärdh [ s v ˈ ɛː ɖ ]	svärdh	0,9211	0,7936	0,8	0	0,7283	0	9	6	s v ˈ ɛː ɖ	CCVC	0,9104	0,8031	0,1687	0,0076	1,0409	0,9443	3	0,235	0,15		False	1,2672	1	4	4	3
swärdh [ s v ˈ ɛː ɖ ]	swärdh	0,9211	0,7936	0,7498	0	0,7283	0	183	35	s v ˈ ɛː ɖ	CCVC	0,9104	0,8031	0,1687	0,0076	1,0409	0,9443	3	0,235	0,382		False	2,5321	1	4	4	2
svärds [ s v ˈ ɛː ɖ ʂ ]	svärds	0,9041	0,7267	0,9765	0,8824	0,7256	0	9	8	s v ˈ ɛː ɖ ʂ	CCVCC	0,8949	0,7567	0,179	0,0077	0,8035	0,6335	0	0,167	0,158	2	False	1,2672	1	5	2	4
svärm [ s v ˈ ɛ̝ rː m ]	svärm	0,9679	0,8433	0,9935	0,9677	0,8156	0	141	98	s v ˈ ɛ̝ rː m	CCVCC	0,9394	0,8654	0,205	0,0111	1,1147	1,3871	0	0,354	0,104	1	False	2,4195	1	5	2	7
svärms [ s v ˈ ɛ̝ rː m s ]	svärms	0,9733	0,8433	0,9946	0,9677	0,8463	0	1	1	s v ˈ ɛ̝ rː m s	CCVCCC	0,913	0,7549	0,2755	0,0132	1,4304	1,3655	0	0,095	0,055	1	False	0,5683	1	6	2	6
sväv [ s v ˈ ɛː v ]	sväv	1	1	1	1	0,9022	0	16	9	s v ˈ ɛː v	CCVC	0,9208	0,7872	0,1984	0,0078	1,4375	1,0306	0	0,08	0,078		False	1,4977	1	4	6	7
svävs [ s v ˈ ɛː v s ]	svävs	1	1	1	1	0,9218	0	0	0	s v ˈ ɛː v s	CCVCC	0,8938	0,759	0,264	0,0097	1,7001	1,0548	0	0,037	0,024		False	0,2672	1	5	3	5
sy [ s ˈ yː ]	sy	0,9838	0,9676	1	1	0,8139	0	9058	2622	s ˈ yː	CV	0,9293	0,788	0,1356	0,0015	1,9582	0,2604	0	0,037	0,027	1	False	4,2243	1	2	26	41
syd [ s ˈ yː d ]	syd	0,9892	0,9676	1	1	0,876	0	1457	513	s ˈ yː d	CVC	0,9077	0,788	0,1773	0,0023	1,9722	0,2529	1	0,078	0,063	2	False	3,431	1	3	14	18
sydd [ s ˈ ʏ dː ]	sydd	0,92	0,7601	0,9791	0,9374	1	0	578	416	s ˈ ʏ dː	CVC	0,8886	0,7753	0,1461	0,0036	1,2071	0,5234	0	0,124	0,086	1	False	3,0299	1	3	8	12
sydds [ s ˈ ʏ dː s ]	sydds	0,94	0,7601	0,9843	0,9374	1	0	0	0	s ˈ ʏ dː s	CVCC	0,85	0,6767	0,2182	0,0042	1,6882	0,39	0	0,035	0,02		False	0,2672	1	4	4	6
sydh [ s ˈ yː d ]	sydh	0,9448	0,8117	0,75	0	0,6651	0	0	0	s ˈ yː d	CVC	0,9077	0,788	0,1773	0,0023	1,9722	0,2529	1	0,078	0,025		False	0,2672	1	3	14	4
syds [ s ˈ yː d s ]	syds	0,9919	0,9676	1	1	0,907	0	46	26	s ˈ yː d s	CVCC	0,8743	0,7407	0,2494	0,0057	2,262	1,141	0	0,103	0,076		False	1,9393	1	4	7	10
syk [ s ˈ yː k ]	syk	0,9892	0,9676	1	1	0,876	0	104	19	s ˈ yː k	CVC	0,884	0,7481	0,1681	0,002	1,7583	0,1303	0	0,048	0,035		False	2,2884	1	3	14	20
syl [ s ˈ yː l ]	syl	0,9892	0,9676	1	1	0,876	0	204	177	s ˈ yː l	CVC	0,8899	0,7716	0,1838	0,0021	2,1214	0,1746	0	0,047	0,038	1	False	2,579	1	3	18	23
sylf [ s ˈ ʏ lː f ]	sylf	0,976	0,9041	0,9875	0,9502	0,7881	0	6	2	s ˈ ʏ lː f	CVCC	0,8681	0,6877	0,2016	0,0058	1,6156	0,881	0	0,105	0,081	1	False	1,1123	1	4	5	7
sylfs [ s ˈ ʏ lː f s ]	sylfs	0,9808	0,9041	0,99	0,9502	0,8305	0	0	0	s ˈ ʏ lː f s	CVCCC	0,857	0,6877	0,2671	0,006	1,8425	0,5962	0	0,106	0,106		False	0,2672	1	5	3	3
syll [ s ˈ ʏ lː ]	syll	0,9838	0,9515	1	1	1	0	82	16	s ˈ ʏ lː	CVC	0,9099	0,798	0,1829	0,0044	2,0598	0,8401	0	0,054	0,069	2	False	2,1863	1	3	14	12
sylls [ s ˈ ʏ lː s ]	sylls	0,9879	0,9515	1	1	1	0	1	1	s ˈ ʏ lː s	CVCC	0,8989	0,798	0,255	0,0086	2,3277	1,8158	0	0,025	0,049	2	False	0,5683	1	4	10	6
syls [ s ˈ yː l s ]	syls	0,9919	0,9676	1	1	0,907	0	0	0	s ˈ yː l s	CVCC	0,8662	0,7715	0,2559	0,0052	2,3739	0,9759	0	0,013	0,009		False	0,2672	1	4	9	15
sylt [ s ˈ ʏ lː t ]	sylt	0,976	0,9041	0,9875	0,9502	0,7881	0	3380	1632	s ˈ ʏ lː t	CVCC	0,9101	0,798	0,2513	0,008	2,279	1,6192	0	0,123	0,111	1	False	3,7963	1	4	11	11
sylts [ s ˈ ʏ lː t s ]	sylts	0,9808	0,9041	0,99	0,9502	0,8305	0	1	1	s ˈ ʏ lː t s	CVCCC	0,8758	0,7041	0,3169	0,012	2,3732	1,9646	0	0,037	0,033	1	False	0,5683	1	5	6	7
syn [ s ˈ yː n ]	syn	0,9892	0,9676	1	1	0,876	0	22123	4999	s ˈ yː n	CVC	0,9021	0,788	0,171	0,0021	1,8266	0,1479	0	0,062	0,045	4	False	4,6121	1	3	21	30
synd [ s ˈ ʏ nː d ]	synd	0,9923	0,969	1	1	0,7963	0	50277	6855	s ˈ ʏ nː d	CVCC	0,8995	0,798	0,2166	0,0182	1,7881	5,0121	0	0,191	0,085	3	False	4,9686	1	4	7	18
synds [ s ˈ ʏ nː d s ]	synds	0,9938	0,969	1	1	0,837	0	1	1	s ˈ ʏ nː d s	CVCCC	0,873	0,7407	0,2822	0,0229	1,9805	4,6477	0	0,033	0,017	3	False	0,5683	1	5	5	12
synk [ s ˈ ʏ ŋː k ]	synk	0,9495	0,7979	0,983	0,9321	0,756	0	163	105	s ˈ ʏ ŋː k	CVCC	0,8904	0,7684	0,2052	0,0082	1,5622	1,7139	0	0,168	0,056	1	False	2,4821	1	4	5	14
synks [ s ˈ ʏ ŋː k s ]	synks	0,9596	0,7979	0,9864	0,9321	0,8048	0	1	1	s ˈ ʏ ŋː k s	CVCCC	0,8691	0,7626	0,2708	0,0115	1,7998	1,8775	0	0,066	0,021	1	False	0,5683	1	5	4	10
syns [ s ˈ yː n s ]	syns	0,9919	0,9676	1	1	0,907	0	34271	6236	s ˈ yː n s	CVCC	0,8802	0,788	0,2431	0,0081	2,1528	1,9528	0	0,129	0,077	6	False	4,8022	1	4	13	24
synsk [ s ˈ yː n s k ]	synsk	0,9935	0,9676	1	1	0,9256	0	252	208	s ˈ yː n s k	CVCCC	0,8575	0,744	0,2812	0,0142	1,9839	2,6681	0	0,306	0,188	1	False	2,6704	1	5	2	5
synsks [ s ˈ yː n s k s ]	synsks	0,9946	0,9676	1	1	0,938	0	0	0	s ˈ yː n s k s	CVCCCC	0,8439	0,744	0,3516	0,0173	2,1547	2,5479	0	0,064	0,034		False	0,2672	1	6	2	5
synskt [ s ˈ yː n s k t ]	synskt	0,9946	0,9676	1	1	0,938	0	9	9	s ˈ yː n s k t	CVCCCC	0,8702	0,744	0,3421	0,0182	2,0705	2,7024	0	0,322	0,183	1	False	1,2672	1	6	1	3
synskts [ s ˈ yː n s k t s ]	synskts	0,9954	0,9676	1	1	0,9468	0	0	0	s ˈ yː n s k t s	CVCCCCC	0,8494	0,7041	0,4221	0,0253	2,2376	3,0726	0	0,174	0,174		False	0,2672	1	7	1	1
synt [ s ˈ ʏ nː t ]	synt	0,9923	0,969	1	1	0,7963	0	118	79	s ˈ ʏ nː t	CVCC	0,8904	0,798	0,2444	0,0091	2,1585	1,9713	1	0,066	0,032	1	False	2,3428	1	4	12	21
synth [ s ˈ ʏ nː t ]	synth	0,9562	0,8117	0,8	0	0,6435	0	297	162	s ˈ ʏ nː t	CVCC	0,8904	0,798	0,2444	0,0091	2,1585	1,9713	1	0,066	0,325		False	2,7415	1	4	12	2
synts [ s ˈ ʏ nː t s ]	synts	0,9938	0,969	1	1	0,837	1	1183	781	s ˈ ʏ nː t s	CVCCC	0,8594	0,7041	0,31	0,0131	2,2768	2,2287	0	0,265	0,104	2	False	3,3406	1	5	6	13
synts [ s ˈ yː n t s ]	synts	0,9935	0,9676	1	1	0,9256	1	1183	781	s ˈ yː n t s	CVCCC	0,849	0,7041	0,305	0,0109	2,2333	1,9054	0	0,41	0,104	2	False	3,3406	1	5	1	13
syr [ s ˈ yː r ]	syr	0,9892	0,9676	1	1	0,876	0	1966	1066	s ˈ yː r	CVC	0,9007	0,788	0,1994	0,0034	2,4819	0,6931	0	0,042	0,037	1	False	3,561	1	3	25	29
sys [ s ˈ yː s ]	sys	0,9892	0,9676	1	1	0,876	0	915	648	s ˈ yː s	CVC	0,8989	0,788	0,1891	0,0024	2,2451	0,2937	0	0,04	0,032	1	False	3,2291	1	3	28	35
sytt [ s ˈ ʏ tː ]	sytt	0,9726	0,9177	1	1	1	0	2928	1383	s ˈ ʏ tː	CVC	0,9209	0,798	0,1596	0,0039	1,5195	0,6269	0	0,059	0,054	1	False	3,734	1	3	17	18
sytts [ s ˈ ʏ tː s ]	sytts	0,9794	0,9177	1	1	1	0	58	50	s ˈ ʏ tː s	CVCC	0,8929	0,7808	0,2317	0,0077	1,9225	1,541	0	0,074	0,07	1	False	2,0381	1	4	11	11
szücs [ ʂ ˈ ʏ kː s ]	szücs	0	0	0	0	0	0	0	0	ʂ ˈ ʏ kː s	CVCC	0,8459	0,6442	0,1127	0,0101	0,8207	2,7671	0	0,016	1		False	0,2672	1	4	6	0
så [ s ˈ oː ]	så	1	1	1	1	1	0	5899289	10670	s ˈ oː	CV	0,9955	0,9864	0,1455	0,0012	2,2119	0,1057	0	0,047	0,04	7	False	7,038	1	2	32	40
sådd [ s ˈ ɔ dː ]	sådd	0,8865	0,7601	0,9396	0,8816	0,7801	0	196	88	s ˈ ɔ dː	CVC	0,914	0,6801	0,1818	0,0039	1,8138	0,52	0	0,04	0,085	8	False	2,5617	1	3	19	12
såg [ s ˈ oː ɡ ]	såg	1	1	1	1	1	0	220199	8812	s ˈ oː ɡ	CVC	0,9538	0,8288	0,1681	0,0038	1,6965	0,9531	0	0,067	0,06	9	False	5,6101	1	3	22	23
sågs [ s ˈ oː ɡ s ]	sågs	1	1	1	1	1	0	5035	2482	s ˈ oː ɡ s	CVCC	0,9132	0,7506	0,2401	0,0053	2,0552	0,982	0	0,132	0,102	9	False	3,9693	1	4	12	16
såld [ s ˈ ɔ lː d ]	såld	0,9509	0,8995	0,9579	0,8816	0,6232	0	5207	2371	s ˈ ɔ lː d	CVCC	0,9375	0,8161	0,2593	0,0135	2,3636	3,1093	2	0,204	0,126	3	False	3,9839	1	4	7	10
såll [ s ˈ ɔ lː ]	såll	0,9503	0,8995	0,9605	0,8816	0,7801	0	144	121	s ˈ ɔ lː	CVC	0,9645	0,8766	0,2186	0,0095	2,6665	2,8895	0	0,028	0,085	1	False	2,4286	1	3	26	8
sålls [ s ˈ ɔ lː s ]	sålls	0,9628	0,8995	0,9704	0,8816	0,8351	0	0	0	s ˈ ɔ lː s	CVCC	0,9426	0,8418	0,2907	0,0137	2,7828	3,1821	0	0,007	0,015		False	0,2672	1	4	19	8
sålt [ s ˈ ɔ lː t ]	sålt	0,9509	0,8995	0,9579	0,8816	0,6232	0	7449	2837	s ˈ ɔ lː t	CVCC	0,9538	0,8766	0,287	0,0131	2,734	2,9854	0	0,074	0,107	3	False	4,1394	1	4	19	11
sålts [ s ˈ ɔ lː t s ]	sålts	0,9607	0,8995	0,9663	0,8816	0,6986	0	1060	585	s ˈ ɔ lː t s	CVCCC	0,9122	0,7041	0,3526	0,0171	2,7372	2,9893	0	0,165	0,412	1	False	3,293	1	5	9	2
sån [ s ˈ ɔ nː ]	sån	0,9562	0,8995	0,9605	0,8816	0,5085	0	75660	6467	s ˈ ɔ nː	CVC	0,9607	0,8483	0,2117	0,0065	2,5058	1,6211	0	0,055	0,044	8	False	5,1461	1	3	22	29
sång [ s ˈ ɔ ŋː ]	sång	0,9185	0,856	0,9605	0,8816	0,5384	0	9352	3016	s ˈ ɔ ŋː	CVC	0,954	0,88	0,1935	0,0068	2,0841	1,7514	0	0,05	0,067	2	False	4,2382	1	3	24	17
sångs [ s ˈ ɔ ŋː s ]	sångs	0,9389	0,856	0,9704	0,8816	0,6538	0	10	5	s ˈ ɔ ŋː s	CVCC	0,9304	0,7775	0,2655	0,0086	2,346	1,613	0	0,047	0,048	2	False	1,3086	1	4	12	11
såns [ s ˈ oː n s ]	såns	1	1	1	1	1	0	4	4	s ˈ oː n s	CVCC	0,9278	0,7928	0,2531	0,0088	2,2797	2,1962	1	0,078	0,016	7	False	0,9662	1	4	15	20
sånt [ s ˈ ɔ nː t ]	sånt	0,9671	0,8995	0,9704	0,8816	0,6314	0	102669	6952	s ˈ ɔ nː t	CVCC	0,9372	0,8431	0,2801	0,0114	2,6135	2,5669	0	0,123	0,096	1	False	5,2787	1	4	12	16
sår [ s ˈ oː r ]	sår	1	1	1	1	1	0	5926	2481	s ˈ oː r	CVC	0,9726	0,9042	0,2093	0,0032	2,651	0,6904	0	0,028	0,029	8	False	4,0401	1	3	35	35
sårs [ s ˈ oː ʂ ]	sårs	0,9353	0,8059	1	1	1	0	7	5	s ˈ oː ʂ	CVC	0,911	0,6647	0,1553	0,0016	1,3997	-0,0029	0	0,016	0,028	1	False	1,1703	1	3	28	21
sås [ s ˈ oː s ]	sås	1	1	1	1	1	0	10966	2858	s ˈ oː s	CVC	0,9345	0,7517	0,1991	0,0023	2,4142	0,3263	0	0,038	0,039	8	False	4,3073	1	3	35	35
såt [ s ˈ oː t ]	såt	1	1	1	1	1	0	18	17	s ˈ oː t	CVC	0,9473	0,8026	0,1911	0,0024	2,2291	0,3371	0	0,018	0,015	2	False	1,546	1	3	23	25
såts [ s ˈ oː t s ]	såts	1	1	1	1	1	0	0	0	s ˈ oː t s	CVCC	0,8986	0,7041	0,2631	0,005	2,4547	0,9611	0	0,009	0,006		False	0,2672	1	4	13	19
sått [ s ˈ ɔ tː ]	sått	0,9391	0,8995	0,9605	0,8816	0,7801	0	528	361	s ˈ ɔ tː	CVC	0,9637	0,8603	0,1953	0,0054	2,1262	1,1673	0	0,024	0,034	7	False	2,9907	1	3	30	21
säck [ s ˈ ɛ̝ kː ]	säck	0,9885	0,9692	0,979	0,9677	1	0	1512	955	s ˈ ɛ̝ kː	CVC	0,9796	0,9183	0,2042	0,0088	2,3127	2,5861	0	0,03	0,053	1	False	3,4471	1	3	34	22
säcks [ s ˈ ɛ̝ kː s ]	säcks	0,9914	0,9692	0,9842	0,9677	1	0	2	2	s ˈ ɛ̝ kː s	CVCC	0,9668	0,9158	0,2762	0,0164	2,5174	4,0992	2	0,083	0,021	1	False	0,7444	1	4	28	17
säd [ s ˈ ɛː d ]	säd	1	1	1	1	0,8697	0	317	178	s ˈ ɛː d	CVC	0,8841	0,738	0,1903	0,0028	2,1926	0,4109	0	0,078	0,068	3	False	2,7697	1	3	13	15
säds [ s ˈ ɛː d s ]	säds	1	1	1	1	0,9022	0	1	1	s ˈ ɛː d s	CVCC	0,8554	0,738	0,2624	0,0062	2,4273	1,2463	0	0,039	0,021	3	False	0,5683	1	4	7	11
säf [ s ˈ ɛː v ]	säf	0,8578	0,5733	0,8534	0,5601	0,5367	0	1	1	s ˈ ɛː v	CVC	0,8964	0,7872	0,1724	0,0033	1,7771	0,646	4	0,035	0,018		False	0,5683	1	3	17	15
säg [ s ˈ ɛ̝ ʝː ]	säg	0,8934	0,7868	0,8821	0,7642	1	0	18520	4812	s ˈ ɛ̝ ʝː	CVC	0,9799	0,9194	0,1878	0,006	1,9349	1,4304	2	0,067	0,065	3	False	4,5349	1	3	24	19
sägn [ s ˈ ɛ̝ ŋː n ]	sägn	0,9141	0,746	0,9344	0,8357	1	0	5	5	s ˈ ɛ̝ ŋː n	CVCC	0,9373	0,8082	0,2291	0,0079	1,858	1,3925	0	0,051	0,049		False	1,0454	1	4	5	5
sägs [ s ˈ ɛ̝ ʝː s ]	sägs	0,9289	0,7868	0,9214	0,7642	1	0	20720	4685	s ˈ ɛ̝ ʝː s	CVCC	0,9294	0,7276	0,2599	0,0069	2,234	1,0754	1	0,084	0,103	3	False	4,5836	1	4	17	15
säl [ s ˈ ɛː l ]	säl	1	1	1	1	0,8697	0	1156	684	s ˈ ɛː l	CVC	0,9035	0,7982	0,1968	0,0042	2,3419	1,024	0	0,059	0,05	1	False	3,3306	1	3	21	25
sälg [ s ˈ ɛ̝ lː ʝ ]	sälg	0,9488	0,8947	0,9607	0,925	0,581	0	57	42	s ˈ ɛ̝ lː ʝ	CVCC	0,9454	0,7906	0,2368	0,0147	2,0626	3,3599	2	0,098	0,068	1	False	2,0307	1	4	11	10
sälgs [ s ˈ ɛ̝ lː ʝ s ]	sälgs	0,959	0,8947	0,9686	0,925	0,6648	0	0	0	s ˈ ɛ̝ lː ʝ s	CVCCC	0,9221	0,7906	0,3024	0,0157	2,2001	2,6235	1	0,232	0,015		False	0,2672	1	5	6	7
sälj [ s ˈ ɛ̝ lː ʝ ]	sälj	0,9751	0,9041	0,9795	0,9502	0,7881	0	1472	695	s ˈ ɛ̝ lː ʝ	CVCC	0,9454	0,7906	0,2368	0,0147	2,0626	3,3599	2	0,098	0,115	1	False	3,4354	1	4	11	10
säljs [ s ˈ ɛ̝ lː ʝ s ]	säljs	0,9801	0,9041	0,9836	0,9502	0,8305	0	7769	2799	s ˈ ɛ̝ lː ʝ s	CVCCC	0,9221	0,7906	0,3024	0,0157	2,2001	2,6235	1	0,232	0,158	1	False	4,1577	1	5	6	8
säll [ s ˈ ɛ̝ lː ]	säll	0,9826	0,9515	0,9892	0,9677	1	0	45	27	s ˈ ɛ̝ lː	CVC	0,9808	0,9364	0,2217	0,0124	2,7179	4,1217	3	0,031	0,031	1	False	1,93	1	3	33	23
sälls [ s ˈ ɛ̝ lː s ]	sälls	0,9869	0,9515	0,9919	0,9677	1	0	3	3	s ˈ ɛ̝ lː s	CVCC	0,9557	0,8418	0,2937	0,0167	2,8213	4,0036	1	0,038	0,026		False	0,8693	1	4	25	18
sällt [ s ˈ ɛ̝ lː t ]	sällt	0,9869	0,9515	0,9919	0,9677	1	0	4	3	s ˈ ɛ̝ lː t	CVCC	0,9669	0,8979	0,2901	0,0161	2,7726	3,807	1	0,014	0,024	1	False	0,9662	1	4	21	14
sällts [ s ˈ ɛ̝ lː t s ]	sällts	0,9896	0,9515	0,9935	0,9677	1	0	0	0	s ˈ ɛ̝ lː t s	CVCCC	0,9231	0,7041	0,3556	0,0201	2,7681	3,6054	1	0,026	0,029		False	0,2672	1	5	13	5
säls [ s ˈ ɛː l s ]	säls	1	1	1	1	0,9022	0	7	7	s ˈ ɛː l s	CVCC	0,8771	0,7715	0,2688	0,0073	2,5393	1,5421	0	0,07	0,031	1	False	1,1703	1	4	8	16
säm [ s ˈ ɛ̝ mː ]	säm	0,9824	0,9509	0,9892	0,9677	0,7523	0	9	8	s ˈ ɛ̝ mː	CVC	0,9711	0,8843	0,205	0,0093	2,3315	2,7955	1	0,026	0,027		False	1,2672	1	3	28	17
säms [ s ˈ ɛ̝ mː s ]	säms	0,9868	0,9509	0,9919	0,9677	0,8142	0	3	2	s ˈ ɛ̝ mː s	CVCC	0,9216	0,7238	0,277	0,0114	2,5315	2,4198	0	0,013	0,024		False	0,8693	1	4	23	12
sämsk [ s ˈ ɛ̝ mː s k ]	sämsk	0,9894	0,9509	0,9935	0,9677	0,8514	0	0	0	s ˈ ɛ̝ mː s k	CVCCC	0,892	0,7238	0,3151	0,0175	2,2868	3,0183	0	0,028	0,05		False	0,2672	1	5	3	2
sämsks [ s ˈ ɛ̝ mː s k s ]	sämsks	0,9912	0,9509	0,9946	0,9677	0,8762	0	0	0	s ˈ ɛ̝ mː s k s	CVCCCC	0,8735	0,7238	0,3855	0,0206	2,4072	2,8281	0	0,32	1		False	0,2672	1	6	1	0
sämst [ s ˈ ɛ̝ mː s t ]	sämst	0,9894	0,9509	0,9935	0,9677	0,8514	0	8222	3067	s ˈ ɛ̝ mː s t	CVCCC	0,9078	0,7238	0,3405	0,0277	2,5534	5,1784	0	0,828	0,364	3	False	4,1823	1	5	1	3
sänd [ s ˈ ɛ̝ nː d ]	sänd	0,9913	0,969	0,9919	0,9677	0,7963	0	568	361	s ˈ ɛ̝ nː d	CVCC	0,9776	0,8882	0,2553	0,0247	2,2816	6,7676	1	0,051	0,045	1	False	3,0224	1	4	16	19
sändh [ s ˈ ɛ̝ nː d ]	sändh	0,9554	0,8117	0,7935	0	0,6435	0	16	11	s ˈ ɛ̝ nː d	CVCC	0,9776	0,8882	0,2553	0,0247	2,2816	6,7676	1	0,051	0,077		False	1,4977	1	4	16	6
sänds [ s ˈ ɛ̝ nː d s ]	sänds	0,9931	0,969	0,9935	0,9677	0,837	0	2904	1454	s ˈ ɛ̝ nː d s	CVCCC	0,9382	0,7407	0,3209	0,0293	2,3753	5,9643	0	0,145	0,083	1	False	3,7304	1	5	10	17
säng [ s ˈ ɛ̝ ŋː ]	säng	0,9507	0,856	0,9892	0,9677	0,7582	0	53433	5815	s ˈ ɛ̝ ŋː	CVC	0,9549	0,8783	0,1965	0,0067	2,1355	1,6942	0	0,051	0,078	1	False	4,9951	1	3	28	18
sängs [ s ˈ ɛ̝ ŋː s ]	sängs	0,9631	0,856	0,9919	0,9677	0,8187	0	2251	1134	s ˈ ɛ̝ ŋː s	CVCC	0,9312	0,7775	0,2686	0,0085	2,3845	1,5749	0	0,056	0,084	1	False	3,6198	1	4	22	14
sänk [ s ˈ ɛ̝ ŋː k ]	sänk	0,9485	0,7979	0,9749	0,9321	0,756	0	1740	821	s ˈ ɛ̝ ŋː k	CVCC	0,9528	0,8783	0,2439	0,0113	2,0558	2,5205	0	0,066	0,057	4	False	3,508	1	4	15	17
sänks [ s ˈ ɛ̝ ŋː k s ]	sänks	0,9588	0,7979	0,98	0,9321	0,8048	0	933	514	s ˈ ɛ̝ ŋː k s	CVCCC	0,9211	0,7626	0,3095	0,0146	2,1947	2,4824	0	0,116	0,072	4	False	3,2376	1	5	12	18
sänkt [ s ˈ ɛ̝ ŋː k t ]	sänkt	0,9588	0,7979	0,98	0,9321	0,8048	0	4278	1679	s ˈ ɛ̝ ŋː k t	CVCCC	0,9517	0,8783	0,3074	0,0137	2,1729	2,3022	0	0,138	0,086	4	False	3,8986	1	5	8	13
sänkts [ s ˈ ɛ̝ ŋː k t s ]	sänkts	0,9657	0,7979	0,9833	0,9321	0,8374	0	430	282	s ˈ ɛ̝ ŋː k t s	CVCCCC	0,9163	0,7041	0,3778	0,0222	2,3123	3,1337	0	0,198	0,095	4	False	2,9017	1	6	5	10
sänt [ s ˈ ɛ̝ nː t ]	sänt	0,9913	0,969	0,9919	0,9677	0,7963	0	860	440	s ˈ ɛ̝ nː t	CVCC	0,9686	0,8431	0,2831	0,0155	2,652	3,7268	1	0,045	0,041	1	False	3,2022	1	4	21	21
sänts [ s ˈ ɛ̝ nː t s ]	sänts	0,9931	0,969	0,9935	0,9677	0,837	0	465	303	s ˈ ɛ̝ nː t s	CVCCC	0,9245	0,7041	0,3487	0,0195	2,6717	3,5453	1	0,085	0,076	1	False	2,9356	1	5	13	12
sär [ s ˈ ɛː r ]	sär	1	1	1	1	0,8697	0	530	391	s ˈ ɛː r	CVC	0,9496	0,7982	0,2123	0,0047	2,7024	1,2152	1	0,027	0,024	2	False	2,9923	1	3	28	34
sär- [ s ˈ ɛː r ]	sär-	1	1	1	1	0,8697	0	19	19	s ˈ ɛː r	CVC	0,9496	0,7982	0,2123	0,0047	2,7024	1,2152	1	0,027	0,108	3	False	1,5683	1	3	28	6
särk [ s ˈ ɛ̝ rː k ]	särk	0,9599	0,8433	0,9919	0,9677	0,7695	0	51	36	s ˈ ɛ̝ rː k	CVCC	0,9539	0,8654	0,2491	0,0165	2,146	4,0331	0	0,065	0,054	1	False	1,9832	1	4	11	14
särks [ s ˈ ɛ̝ rː k s ]	särks	0,9679	0,8433	0,9935	0,9677	0,8156	0	0	0	s ˈ ɛ̝ rː k s	CVCCC	0,922	0,7626	0,3147	0,0197	2,2668	3,6169	0	0,014	0,016		False	0,2672	1	5	9	8
särs [ s ˈ ɛː ʂ ]	särs	0,9353	0,8059	1	1	0,8697	0	0	0	s ˈ ɛː ʂ	CVC	0,8724	0,6984	0,1583	0,0022	1,451	0,1476	0	0,007	0,005		False	0,2672	1	3	19	27
